IDENTIFIER,TITLE
BKASSCBHEN11A,"Number of Loan Accounts of Scheduled Commercial Banks to Heavy Engineering (Annual, BSR1)"
BKASSCBHOC11A,"Outstanding Credit of Scheduled Commercial Banks to Housing (Annual, BSR1)"
BKASSCBIFC11A,"Outstanding Credit of Scheduled Commercial Banks to Infrastructure Construction (Annual, BSR1)"
BKASSCBINC11A,"Outstanding Credit of Scheduled Commercial Banks to Industry (Annual, BSR1)"
BKASSCBIRC11A,"Outstanding Credit of Scheduled Commercial Banks to Iron & Steel (Annual, BSR1)"
BKASSCBITN11A,"Number of Loan Accounts of Scheduled Commercial Banks to IT & Telecom (Annual, BSR1)"
BKASSCBLEC11A,"Outstanding Credit of Scheduled Commercial Banks to Light Engineering (Annual, BSR1)"
BKASSCBLPC11A,"Outstanding Credit of Scheduled Commercial Banks to Leather & Leather Products (Annual, BSR1)"
BKASSCBLPN11A,"Number of Loan Accounts of Scheduled Commercial Banks to Leather & Leather Products (Annual, BSR1)"
BKASSCBMIC11A,"Outstanding Credit of Scheduled Commercial Banks to Mining & Quarrying (Annual, BSR1)"
BKASSCBMIN11A,"Number of Loan Accounts of Scheduled Commercial Banks to Mining & Quarrying (Annual, BSR1)"
BKASSCBMPN11A,"Number of Loan Accounts of Scheduled Commercial Banks to Metal Products (Annual, BSR1)"
BKASSCBNIF11A,"Number of Loan Accounts of Scheduled Commercial Banks to Individuals - Female (Annual, BSR1)"
BKASSCBNIF11Q,Number of Loan Accounts of Scheduled Commercial Banks to Individuals - Female
BKASSCBNIN11A,"Number of Loan Accounts of Scheduled Commercial Banks to Non-Infrastructure Construction (Annual, BSR1)"
BKASSCBNIN11Q,Number of Loan Accounts of Scheduled Commercial Banks to Individuals
BKASSCBNJG11A,"Number of Loan Accounts of Scheduled Commercial Banks to Joint Liability Groups, NGOs, Trusts etc (Annual, BSR1)"
BKASSCBNJG11Q,"Number of Loan Accounts of Scheduled Commercial Banks to Joint Liability Groups, NGOs, Trusts etc"
BKASSCBNLG11Q,Number of Loan Accounts of Scheduled Commercial Banks to Local and Quasi Government
BKASSCBNMF11Q,Number of Loan Accounts of Scheduled Commercial Banks to Micro Finance Institutions
BKASSCBNNP11A,"Number of Loan Accounts of Scheduled Commercial Banks to Non-Profit Institutions (Annual, BSR1)"
BKASSCBNNR11Q,Number of Loan Accounts of Scheduled Commercial Banks to Non-Residents
BKASSCBNPC11Q,Number of Loan Accounts of Scheduled Commercial Banks to Private Corporate Sector
BKASSCBNPF11A,"Number of Loan Accounts of Scheduled Commercial Banks to Public Financial Corporations (Annual, BSR1)"
BKASSCBNPN11Q,Number of Loan Accounts of Scheduled Commercial Banks to Public Non-Financial Corporations
BKASSCBNPP11A,"Number of Loan Accounts of Scheduled Commercial Banks to Proprietary Concerns, HUFs, Partnership Firms (Annual, BSR1)"
BKASSCBNPS11A,"Number of Loan Accounts of Scheduled Commercial Banks to Public Sector (Annual, BSR1)"
BKASSCBNSG11Q,Number of Loan Accounts of Scheduled Commercial Banks to State Government
BKASSCBNVF11A,"Number of Loan Accounts of Scheduled Commercial Banks to Private Financial Corporations (Annual, BSR1)"
BKASSCBNVN11Q,Number of Loan Accounts of Scheduled Commercial Banks to Private Non-Financial Corporations
BKASSCBOCC11A,"Outstanding Credit of Scheduled Commercial Banks to Other Chemical Products (Annual, BSR1)"
BKASSCBOSN11A,"Number of Loan Accounts of Scheduled Commercial Banks to Other Services (Annual, BSR1)"
BKASSCBOTN11A,"Number of Loan Accounts of Scheduled Commercial Banks to Other Textiles & Textile Products (Annual, BSR1)"
BKASSCBPLN11Q,"Number of Loan Accounts of Scheduled Commercial Banks to Personal Loans (Quarterly, BSR1)"
BKASSCBPNF11A,"Scheduled Commercial Banks Credit to Public Non-Financial Corporations (Annual, BSR1)"
BKASSCBPPC11A,"Outstanding Credit of Scheduled Commercial Banks to Paper, Paper Products & Printing (Annual, BSR1)"
BKASSCBREN11A,"Number of Loan Accounts of Scheduled Commercial Banks to Non-Conventional Energy (Annual, BSR1)"
BKASSCBTHN11A,"Number of Loan Accounts of Scheduled Commercial Banks to Tourism Hotels, Restaurants (Annual, BSR1)"
BKASSCBTON11Q,"Number of Loan Accounts of Scheduled Commercial Banks to Transport Operators (Quarterly, BSR1)"
BKASSCBTTN11A,"Number of Loan Accounts of Scheduled Commercial Banks to All Sectors (Annual, BSR1)"
BKASSCBUTC11A,"Outstanding Credit of Scheduled Commercial Banks to Utilities (Annual, BSR1)"
BKASSCBWTN11A,"Number of Loan Accounts of Scheduled Commercial Banks to Wholesale Trade (Annual, BSR1)"
BKASSFBADL11Q,"Outstanding Credit of Small Finance Banks to Agriculture - Direct Finance (Quarterly, BSR1)"
BKASSFBAGC11A,"Outstanding Credit of Small Finance Banks to Agriculture (Annual, BSR1)"
BKASSFBAIC11A,"Outstanding Credit of Small Finance Banks to Agriculture - Indirect Finance (Annual, BSR1)"
BKASSFBBTC11A,"Outstanding Credit of Small Finance Banks to Beverage & Tobacco (Annual, BSR1)"
BKASSFBCCL11Q,"Outstanding Credit of Small Finance Banks to Credit Cards (Quarterly, BSR1)"
BKASSFBCCN11Q,"Number of Loan Accounts of Small Finance Banks to Credit Cards (Quarterly, BSR1)"
BKASSFBCDL11Q,"Outstanding Credit of Small Finance Banks to Consumer Durables (Quarterly, BSR1)"
BKASSFBCDN11Q,"Number of Loan Accounts of Small Finance Banks to Consumer Durables (Quarterly, BSR1)"
BKASSFBCEC11A,"Outstanding Credit of Small Finance Banks to Cement & Cement Products (Annual, BSR1)"
BKASSFBCPC11A,"Outstanding Credit of Small Finance Banks to Chemicals & Chemical Products (Annual, BSR1)"
BKASSFBCPN11A,"Number of Loan Accounts of Small Finance Banks to Chemicals & Chemical Products (Annual, BSR1)"
BKASSFBCTC11A,"Outstanding Credit of Small Finance Banks to Cotton Textiles (Annual, BSR1)"
BKASSFBECC11A,"Outstanding Credit of Small Finance Banks to Electricity Generation & Transmission (Annual, BSR1)"
BKASSFBECN11A,"Number of Loan Accounts of Small Finance Banks to Electricity Generation & Transmission (Annual, BSR1)"
BKASSFBEDL11Q,"Outstanding Credit of Small Finance Banks to Education (Quarterly, BSR1)"
BKASSFBEDN11A,"Number of Loan Accounts of Small Finance Banks to Education (Annual, BSR1)"
BKASSFBFIN11Q,"Number of Loan Accounts of Small Finance Banks to Financial Sector (Quarterly, BSR1)"
BKASSFBFPC11A,"Outstanding Credit of Small Finance Banks to Food  Manufacturing & Processing (Annual, BSR1)"
BKASSFBHEC11A,"Outstanding Credit of Small Finance Banks to Heavy Engineering (Annual, BSR1)"
BKASSFBHON11A,"Number of Loan Accounts of Small Finance Banks to Housing (Annual, BSR1)"
BKASSFBMGC11A,"Outstanding Credit of Small Finance Banks to Manufacturing (Annual, BSR1)"
BKASSFBMGN11A,"Number of Loan Accounts of Small Finance Banks to Manufacturing (Annual, BSR1)"
BKASSFBMQL11Q,"Outstanding Credit of Small Finance Banks to Mining & Quarrying (Quarterly, BSR1)"
BKASSFBNIC11A,"Outstanding Credit of Small Finance Banks to Non-Infrastructure Construction (Annual, BSR1)"
BKASSFBOFC11A,"Outstanding Credit of Small Finance Banks to Others (Annual, BSR1)"
BKASSFBOPC11A,"Outstanding Credit of Small Finance Banks to Other Personal Loans (Annual, BSR1)"
BKASSFBOPL11Q,"Outstanding Credit of Small Finance Banks to Other Personal Loans (Quarterly, BSR1)"
BKASSFBORN11A,"Number of Loan Accounts of Small Finance Banks to Other Sectors (Annual, BSR1)"
BKASSFBOSC11A,"Outstanding Credit of Small Finance Banks to Other Services (Annual, BSR1)"
BKASSFBOTN11A,"Number of Loan Accounts of Small Finance Banks to Other Textiles & Textile Products (Annual, BSR1)"
BKASSFBPON11A,"Number of Loan Accounts of Small Finance Banks to Professional & Other Services (Annual, BSR1)"
BKASSFBPRC11A,"Outstanding Credit of Small Finance Banks to Professional Services (Annual, BSR1)"
BKASSFBPRN11A,"Number of Loan Accounts of Small Finance Banks to Professional Services (Annual, BSR1)"
BKASSFBRMC11A,"Outstanding Credit of Small Finance Banks to Rice Mills, Flour & Dal Mills (Annual, BSR1)"
BKASSFBRSC11A,"Outstanding Credit of Small Finance Banks to Recreation Services (Annual, BSR1)"
BKASSFBRTL11Q,"Outstanding Credit of Small Finance Banks to Retail Trade (Quarterly, BSR1)"
BKASSFBRTN11A,"Number of Loan Accounts of Small Finance Banks to Retail Trade (Annual, BSR1)"
BKASSFBRTN11Q,"Number of Loan Accounts of Small Finance Banks to Retail Trade (Quarterly, BSR1)"
BKASSFBTTC11A,"Outstanding Credit of Small Finance Banks to All Sectors (Annual, BSR1)"
BKASSFBTXC11A,"Outstanding Credit of Small Finance Banks to Textiles (Annual, BSR1)"
BKASSFBUTN11A,"Number of Loan Accounts of Small Finance Banks to Utilities (Annual, BSR1)"
BKASSFBWPC11A,"Outstanding Credit of Small Finance Banks to Wood & Wood Products (Annual, BSR1)"
BKASSFBWPN11A,"Number of Loan Accounts of Small Finance Banks to Wood & Wood Products (Annual, BSR1)"
BKASSUAGDI11Q,"Outstanding Credit of Scheduled Commercial Banks to Agriculture - Direct Finance in Semi-Urban areas (Quarterly, BSR1)"
BKASSUEFIN11Q,"Outstanding Credit of Scheduled Commercial Banks - Financial Sector in Semi-Urban areas (Quarterly, BSR1)"
BKASSUEOTR11Q,"Outstanding Credit of Scheduled Commercial Banks - All other sectors in Semi-Urban areas (Quarterly, BSR1)"
BKASSUEPER11Q,"Outstanding Personal Loans of Scheduled Commercial Banks in Semi-Urban areas (Quarterly, BSR1)"
BKASSUEPOS11Q,"Outstanding Credit of Scheduled Commercial Banks - Professional and other services in Semi-Urban areas (Quarterly, BSR1)"
BKASSUINMQ11Q,"Outstanding Credit of Scheduled Commercial Banks to Industry  - Mining and Quarrying in Semi-Urban areas (Quarterly, BSR1)"
BKASSUPRCC11Q,"Outstanding Personal Loans of Scheduled Commercial Banks - Credit Card Outstanding in Semi-Urban areas (Quarterly, BSR1)"
BKASSUPROP11Q,"Outstanding Personal Loans of Scheduled Commercial Banks - Other Personal Loans in Semi-Urban areas (Quarterly, BSR1)"
BKASUREAGR11Q,"Outstanding Credit of Scheduled Commercial Banks to Agriculture in Urban areas (Quarterly, BSR1)"
BKASUREFIN11Q,"Outstanding Credit of Scheduled Commercial Banks - Financial Sector in Urban areas (Quarterly, BSR1)"
BKASUREOTR11Q,"Outstanding Credit of Scheduled Commercial Banks - All other sectors in Urban areas (Quarterly, BSR1)"
BKASURERET11Q,"Outstanding Credit of Scheduled Commercial Banks - Retail Trade in Urban areas (Quarterly, BSR1)"
BKASURINMQ11Q,"Outstanding Credit of Scheduled Commercial Banks to Industry  - Mining and Quarrying in Urban areas (Quarterly, BSR1)"
BKASURINUT11Q,"Outstanding Credit of Scheduled Commercial Banks to Industry  - Electricity, Gas, Water in Urban areas (Quarterly, BSR1)"
BKASURPRCC11Q,"Outstanding Personal Loans of Scheduled Commercial Banks - Credit Card Outstanding in Urban areas (Quarterly, BSR1)"
BKASURPRED11Q,"Outstanding Personal Loans of Scheduled Commercial Banks - Education Loans in Urban areas (Quarterly, BSR1)"
BKDEEAAFEM11A,Number of Deposit Accounts with Scheduled Commercial Banks - Female
BKDEEAGIND11A,Number of Deposit Accounts with Public Sector Banks - Individuals
BKDEENAFCI11A,Outstanding Bank Deposits with Scheduled Commercial Banks - Insurance Corporations (Annual)
BKDEENAFCM11A,Outstanding Bank Deposits with Scheduled Commercial Banks - Mutual Funds (Annual)
BKDEENAFCP11A,Outstanding Bank Deposits with Scheduled Commercial Banks - Provident and Pension Funds (Annual)
BKDEENAGVS11A,Outstanding Bank Deposits with Scheduled Commercial Banks - State Governments (Annual)
BKDEENAHHM11A,Outstanding Bank Deposits with Scheduled Commercial Banks - Individuals - Male (incl HUFs) (Annual)
BKDEENANFG11A,Outstanding Bank Deposits with Scheduled Commercial Banks - Non-Financial Corporations - Government (Annual)
BKDEENANFP11A,Outstanding Bank Deposits with Scheduled Commercial Banks - Non-Financial Corporations - Other (Annual)
BKDEENANII11A,Outstanding Bank Deposits with Scheduled Commercial Banks - Non-Resident Indians (Annual)
BKDEENAOTH11A,Outstanding Bank Deposits with Scheduled Commercial Banks - Others (Annual)
BKDEENATOT11A,Outstanding Bank Deposits with Scheduled Commercial Banks by Entity (Annual)
BKDEENFFCN11A,Outstanding Bank Deposits with Foreign Banks - Financial Corporations - Non-HFC NBFCs (Annual)
BKDEENFHHI11A,Outstanding Bank Deposits with Foreign Banks - Individuals (incl HUFs) (Annual)
BKDEENFHUO11A,Outstanding Bank Deposits with Foreign Banks - Other Unincorporated Enterprises (Annual)
BKASSFBAUN11A,"Number of Loan Accounts of Small Finance Banks to Vehicles, Vehicle Parts (Annual, BSR1)"
BKASSCBRTN11A,"Number of Loan Accounts of Scheduled Commercial Banks to Retail Trade (Annual, BSR1)"
BKASSFBCCC11A,"Outstanding Credit of Small Finance Banks to Credit Cards (Annual, BSR1)"
BKASSFBHEN11A,"Number of Loan Accounts of Small Finance Banks to Heavy Engineering (Annual, BSR1)"
BKASSFBOSN11A,"Number of Loan Accounts of Small Finance Banks to Other Services (Annual, BSR1)"
BKASSFBPCC11A,"Outstanding Credit of Small Finance Banks to Petroleum, Coal, Nuclear Fuels (Annual, BSR1)"
BKASURAGIN11Q,"Outstanding Credit of Scheduled Commercial Banks to Agriculture - Indirect Finance in Urban areas (Quarterly, BSR1)"
BKDEENFOTH11A,Outstanding Bank Deposits with Foreign Banks - Others (Annual)
BKDEENFROW11A,Outstanding Bank Deposits with Foreign Banks - Rest of the World (Annual)
BKDEENGFCC11A,Outstanding Bank Deposits with Public Sector Banks - Cooperative Credit Societies (Annual)
BKDEENGHNP11A,Outstanding Bank Deposits with Public Sector Banks - Non-Profit Institutions (Annual)
BKDEENGHUF11A,Outstanding Bank Deposits with Public Sector Banks - Financial Unincorporated Enterprises (Annual)
BKDEENGNFG11A,Outstanding Bank Deposits with Public Sector Banks - Non-Financial Corporations - Government (Annual)
BKDEENGNFP11A,Outstanding Bank Deposits with Public Sector Banks - Non-Financial Corporations - Other (Annual)
BKDEENGNII11A,Outstanding Bank Deposits with Public Sector Banks - Non-Resident Indians (Annual)
BKDEENGROW11A,Outstanding Bank Deposits with Public Sector Banks - Rest of the World (Annual)
BKDEENPFCC11A,Outstanding Bank Deposits with Private Sector Banks - Cooperative Credit Societies (Annual)
BKDEENPGVL11A,Outstanding Bank Deposits with Private Sector Banks - Local Governments (Annual)
BKDEENPNIO11A,Outstanding Bank Deposits with Private Sector Banks - Other Non-Residents (Annual)
BKDEENPROW11A,Outstanding Bank Deposits with Private Sector Banks - Rest of the World (Annual)
BKDEENRFCD11A,Outstanding Bank Deposits with Regional Rural Banks - Financial Corporations - Deposit Taking (Annual)
BKDEENRGVL11A,Outstanding Bank Deposits with Regional Rural Banks - Local Governments (Annual)
BKDEENRHHM11A,Outstanding Bank Deposits with Regional Rural Banks - Individuals - Male (incl HUFs) (Annual)
BKDEENRHHU11A,Outstanding Bank Deposits with Regional Rural Banks - Unincorporated Enterprises (Annual)
BKDEENRHUF11A,Outstanding Bank Deposits with Regional Rural Banks - Financial Unincorporated Enterprises (Annual)
BKDEENRHUO11A,Outstanding Bank Deposits with Regional Rural Banks - Other Unincorporated Enterprises (Annual)
BKDEENRNFG11A,Outstanding Bank Deposits with Regional Rural Banks - Non-Financial Corporations - Government (Annual)
BKDEENRNFT11A,Outstanding Bank Deposits with Regional Rural Banks - Non-Financial Corporations (Annual)
BKDEENROTH11A,Outstanding Bank Deposits with Regional Rural Banks - Others (Annual)
BKDEENRROW11A,Outstanding Bank Deposits with Regional Rural Banks - Rest of the World (Annual)
BKDEENSFCH11A,Outstanding Bank Deposits with Small Finance Banks - Financial Corporations - HFCs (Annual)
BKDEENSFCO11A,Outstanding Bank Deposits with Small Finance Banks - Other Financial Corporations (Annual)
BKDEENSGVS11A,Outstanding Bank Deposits with Small Finance Banks - State Governments (Annual)
BKDEENSHUO11A,Outstanding Bank Deposits with Small Finance Banks - Other Unincorporated Enterprises (Annual)
BKDEENSNFT11A,Outstanding Bank Deposits with Small Finance Banks - Non-Financial Corporations (Annual)
BKDEENSNRI11A,Outstanding Bank Deposits with Small Finance Banks - Non-Residents (Annual)
BKDENTDACC11A,Number of Term Deposit Accounts with Scheduled Commercial Banks (Annual)
BKDENTTACC11A,Number of Deposit Accounts with Scheduled Commercial Banks (Annual)
BKDESBCAGG11A,Outstanding Current Account Deposits of Scheduled Commercial Banks (Annual)
BKDESBCAGG11Q,Outstanding Deposits in Current Accounts of Scheduled Commercial Banks in All Population regions
BKDESBCAGG23Q,Outstanding Deposits in Current Accounts of Scheduled Commercial Banks in All Population regions (ex RRBs)
BKDESBCMET23Q,"Outstanding Deposits in Current Accounts of Scheduled Commercial Banks in Metropolitan Areas (2011 Census, ex RRBs)"
BKDESBCSUR23Q,"Outstanding Deposits in Current Accounts of Scheduled Commercial Banks in Semi-Urban Areas (2011 Census, ex RRBs)"
BKDESBCURB11Q,Outstanding Deposits in Current Accounts of Scheduled Commercial Banks in Urban Areas (2011 Census)
BKDESBCURB23Q,"Outstanding Deposits in Current Accounts of Scheduled Commercial Banks in Urban Areas (2011 Census, ex RRBs)"
BKDESBSAGG11A,Outstanding Savings Account Deposits of Scheduled Commercial Banks (Annual)
BKDESBSAGG11Q,Outstanding Deposits in Savings Accounts of Scheduled Commercial Banks in All Population groups
BKDESBSMET23Q,"Outstanding Deposits in Savings Accounts of Scheduled Commercial Banks in Metropolitan Areas (2011 Census, ex RRBs)"
BKDESBSSUR23Q,"Outstanding Deposits in Savings Accounts of Scheduled Commercial Banks in Semi-Urban Areas (2011 Census, ex RRBs)"
BKDESBTMET11Q,Outstanding Term Deposits of Scheduled Commercial Banks in Metropolitan Areas (2011 Census)
BKDESBTRUR11Q,Outstanding Term Deposits of Scheduled Commercial Banks in Rural Areas (2011 Census)
BKDESCBAGG11Q,Outstanding Deposits of Scheduled Commercial Banks in All Population regions
BKDESCBOME11Q,Number of Offices of Scheduled Commercial Banks in Metropolitan Areas (2011 Census)
BKDESCBOME23Q,"Number of Offices of Scheduled Commercial Banks in Metropolitan Areas (2011 Census, ex RRBs)"
BKDESCBORU23Q,"Number of Offices of Scheduled Commercial Banks in Rural Areas (2011 Census, ex RRBs)"
BKLBDEPTME11F,Outstanding Time Deposits of Scheduled Commercial Banks (Fortnightly)
BKLBFBKCAN11A,Number of Current Deposit Accounts of Foreign Banks (Annual)
BKLBFBKSAD11A,Outstanding Savings Deposits of Foreign Banks (Annual)
BKLBFBKTDD11A,Outstanding Term Deposits of Foreign Banks (Annual)
BKLBFBKTDD11Q,Outstanding Term Deposits of Foreign Banks (Quarterly)
BKLBFBKTTN11A,Number of Total Deposit Accounts of Foreign Banks (Annual)
BKLBPSUCAN11A,Number of Current Deposit Accounts of Public Sector Banks (Annual)
BKLBPSUTDN11A,Number of Term Deposit Accounts of Public Sector Banks (Annual)
BKLBPSUTTD11A,Outstanding Total Deposits of Public Sector Banks (Annual)
BKLBPVTSAD11Q,Outstanding Savings Deposits of Private Banks (Quarterly)
BKLBPVTTDD11Q,Outstanding Term Deposits of Private Banks (Quarterly)
BKLBPVTTTD11A,Outstanding Total Deposits of Private Banks (Annual)
BKLBPVTTTD11Q,Outstanding Total Deposits of Private Banks (Quarterly)
BKLBRRBSAD11A,Outstanding Savings Deposits of Regional Rural Banks (Annual)
BKLBRTCHDP11F,Scheduled Commercial Banks Cash-Deposit Ratio
BKLBRTCRDP11F,Scheduled Commercial Banks Credit-Deposit Ratio
BKLBSCOBCD11M,Scheduled Cooperative Banks Credit-Deposit Ratio
BKLBSFBCAN11A,Number of Current Deposit Accounts of Small Finance Banks (Annual)
BKLBSFBTDD11Q,Outstanding Term Deposits of Small Finance Banks (Quarterly)
BKLBSFBTDN11A,Number of Term Deposit Accounts of Small Finance Banks (Annual)
BKLBSFBTTD11A,Outstanding Total Deposits of Small Finance Banks (Annual)
BKLBSFBTTN11A,Number of Total Deposit Accounts of Small Finance Banks (Annual)
BKLBT1CIMF11Q,Aggregate Tier 1 Capital of Banking System (%)
BKNTPSUOFF11Q,Number of Offices of Public Sector Banks (Quarterly)
BKPFFBKGNS11Q,Foreign Banks Gross Non-Performing Loan Ratio - Services (Quarterly)
BKPFFBKNHO11Q,Foreign Banks Gross Non-Performing Loan Ratio - Housing Loans (Quarterly)
BKPFFBKTR111Q,Foreign Banks Tier I Capital Ratio (Quarterly)
BKPFFBKTR211Q,Foreign Banks Tier 2 Capital Ratio (Quarterly)
BKPFPSBGNI11Q,Public Sector Banks Gross Non-Performing Loan Ratio - Industry (Quarterly)
BKPFPSBNVH11Q,Public Sector Banks Gross Non-Performing Loan Ratio - Vehicle Loans (Quarterly)
BKPFPVTGNR11Q,Private Sector Banks Gross Non-Performing Loan Ratio - Retail Loans (Quarterly)
BKPFPVTLPA11Q,Private Sector Banks Loan Loss Provisions and Write Offs to Assets Ratio (Quarterly)
BKPFSCBGNL11Q,Scheduled Commercial Banks Gross Non-Performing Loan Ratio (Quarterly)
BKPFSCBRES11Q,Scheduled Commercial Banks Standard Restructured Assets Ratio (Quarterly)
BKPFFBKNNL11Q,Foreign Banks Net Non-Performing Loan Ratio (Quarterly)
BKPFSFBGNL11Q,Small Finance Banks Gross Non-Performing Loan Ratio (Quarterly)
BKPFSFBNNL11Q,Small Finance Banks Net Non-Performing Loan Ratio (Quarterly)
BKPFSFBOPA11Q,Small Finance Banks Pre-Provision Operating Profits to Assets Ratio (Quarterly)
CLRLCSLWES11W,Total Reservoir Water Storage Level - Western Region
CLRLLTYNOR11W,Last 10-Year Average Reservoir Water Storage Level - Northern Region
CLRLLTYSOU11W,Last 10-Year Average Reservoir Water Storage Level - Southern Region
CLRLPYSCEN11W,Last Year Reservoir Water Storage Level - Central Region
CMDMCBISTE11M,Corporate Bonds issued during the month - Telecom Sector
CMDMCBISTV11M,Corporate Bonds issued during the month
CMDMCBOUTV11Q,Outstanding Corporate Bonds - Total (value)
CMDMFRREDN11Q,Redemptions of Corporate Bonds - Floating Rate (number of issues)
CMDMOBREDN11Q,Redemptions of Corporate Bonds - Other Bonds (number of issues)
CMDMSDOUTV11Q,Outstanding value of Securitised Debt Instruments (value)
CMDMSNISSN11Q,Issuance of Corporate Bonds - Structured Notes (number of issues)
CMDMSNREDN11Q,Redemptions of Corporate Bonds - Structured Notes (number of issues)
CMEQBADADV11D,Number of Stocks Advancing on BSE (daily)
CMEQBCFNLW11D,Number of Stocks Hitting Lower Circuit Filter on BSE
CMEQBCSHTS11M,Average Equity Trade Size on BSE
CMEQBCSHTT11D,Total Equity Turnover on BSE (daily)
CMEQCRNFPO11M,Number of FPOs during the month
CMEQCRVIPM11M,Total Equity Capital Raised during the month through IPOs - Mainboard
CMEQCRVIPS11M,Total Equity Capital Raised during the month through IPOs - SME
CMEQDBSEMC11M,"BSE Market Capitalisation (USD, Monthly)"
CMEQFPIGPU11M,FPI Gross Purchase in Secondary Market (adj)
CMEQNCSHAT11M,Average Daily Equity Turnover on NSE
CMEQNCSHCL11M,Number of Companies Listed on NSE
CMEQNCSHDQ11M,Quantity of Shares Deliverable on NSE
CMFPDBRBRD11M,Debt Assets under Custody of FPIs - Broker Dealer
CMFPDBRCRB11M,Debt Assets under Custody of FPIs - Corporate Body
CMFPDBREON11M,Debt Assets under Custody of FPIs - Entities owned at least 75% by University Endowments
CMFPDBREOO11M,Debt Assets under Custody of FPIs - Entities owned at least 75% by Other Regulated Entities
CMFPDBREOU11M,Debt Assets under Custody of FPIs - Entities owned at least 75% by University Funds
CMFPDBRINA11M,Debt Assets under Custody of FPIs - Investment Advisor
CMFPDBRINS11M,Debt Assets under Custody of FPIs - Insurance Entity
CMFPDBRORF11M,Debt Assets under Custody of FPIs - Other Appropriately Regulated Funds (Cat I FPI)
CMFPDTDAOT11F,FPI AUM in Debt (Other Bonds) - Fortnightly (USD)
CMFPDTDASG11F,FPI AUM in Debt (Sovereign Bonds) - Fortnightly (USD)
CMFPDTDFSG11F,FPI Net Investment in Debt (Sovereign Bonds) - Fortnightly (USD)
CMFPDTDPNP11D,"FPI Net Purchases in Primary Market - Debt  (USD, Daily)"
CMFPDTDPNP11M,FPI Net Purchases in Primary Market - Debt  (USD)
CMFPDTDSNP11D,"FPI Net Purchases in Secondary Market - Debt  (USD, Daily)"
CMFPDTDSNP11M,FPI Net Purchases in Secondary Market - Debt  (USD)
CMFPDTDTNP11D,"FPI Total Net Purchases - Debt  (USD, Daily)"
CMFPDTDTNP11M,FPI Total Net Purchases - Debt  (USD)
CMFPDTRAOT11F,FPI AUM in Debt (Other Bonds) - Fortnightly (Rs)
CMFPDTRPNP11M,FPI Net Purchases in Primary Market - Debt  (Rs)
CMFPDTRSGS11M,FPI Gross Sales in Secondary Market - Debt  (Rs)
CMFPDTRTGP11D,"FPI Total Purchases - Debt  (Rs, Daily)"
CMFPDTRTGS11D,"FPI Total Sales - Debt  (Rs, Daily)"
CMFPDTRTNP11M,FPI Total Net Purchases - Debt  (Rs)
CMFPDVDASG11F,FPI AUM in Debt VRR (Sovereign Bonds) - Fortnightly (USD)
CMFPDVDPNP11D,"FPI Net Purchases in Primary Market - Debt VRR  (USD, Daily)"
CMFPDVRASG11F,FPI AUM in Debt VRR (Sovereign Bonds) - Fortnightly (Rs)
CMFPDVRBNK11M,Debt VRR Assets under Custody of FPIs - Banks
CMFPDVRCHO11M,Debt VRR Assets under Custody of FPIs - Charitable Organisations
CMFPDVRCRP11M,Debt VRR Assets under Custody of FPIs - Clearing Corporations
CMFPDVRCSD11M,Debt VRR Assets under Custody of FPIs - Central Securities Depository
CMFPDVRFMO11M,Debt VRR Assets under Custody of FPIs - Family Office
CMFPDVRINS11M,Debt VRR Assets under Custody of FPIs - Insurance Entity
CMFPDVRORF11M,Debt VRR Assets under Custody of FPIs - Other Appropriately Regulated Funds (Cat I FPI)
CMFPDVROTR11M,Debt VRR Assets under Custody of FPIs - Others
CMFPDVRPGP11D,"FPI Gross Purchases in Primary Market - Debt VRR  (Rs, Daily)"
CMFPDVRPNF11M,Debt VRR Assets under Custody of FPIs - Pension Fund
CMFPDVRSGP11D,"FPI Gross Purchases in Secondary Market - Debt VRR (Rs, Daily)"
CMFPDVRSGS11D,"FPI Gross Sales in Secondary Market - Debt VRR  (Rs, Daily)"
CMFPDVRSGS11M,FPI Gross Sales in Secondary Market - Debt VRR  (Rs)
CMFPDVRSKE11M,Debt VRR Assets under Custody of FPIs - Stock Exchanges
CMFPDVRSNP11M,FPI Net Purchases in Secondary Market - Debt VRR  (Rs)
CMFPDVRSWD11M,Debt VRR Assets under Custody of FPIs - Swap dealer
CMFPDVRSWF11M,Debt VRR Assets under Custody of FPIs - Sovereign Wealth Fund
CMFPDVRTGP11D,"FPI Total Purchases - Debt VRR  (Rs, Daily)"
CMFPDVRTGP11M,FPI Total Purchases - Debt VRR  (Rs)
CMFPDVRUNE11M,Debt VRR Assets under Custody of FPIs - University Endowments
CMFPDVRURG11M,"Debt VRR Assets under Custody of FPIs - Unregulated Funds - Partnership, Trust"
CMFPEQDAAS19F,FPI AUM in Equity (Airport Services) - Fortnightly (USD) - Old Classification
CMFPEQDACG19F,FPI AUM in Equity (Capital Goods) - Fortnightly (USD) - Old Classification
CMFPEQDADS19F,FPI AUM in Equity (Diversified Consumer Services) - Fortnightly (USD) - Old Classification
CMFPEQDAFD19F,FPI AUM in Equity (Food & Drugs Retailing) - Fortnightly (USD) - Old Classification
CMFPEQDAFM19F,FPI AUM in Equity (Forest Materials) - Fortnightly (USD) - Old Classification
CMFPEQDAHT19F,"FPI AUM in Equity (Hotels, Restaurants & Tourism) - Fortnightly (USD) - Old Classification"
